
"0","6",
"1","6",
"2","6",
"3","6",
"4","6",
"5","6",
"6","6",
"7","6",
"8","6",
"9","6",
"10","6",
"11","6",
"12","6",
"13","6",
"14","6",
"15","6",
"16","6",
"17","6",
"18","6",
"19","6",
"20","6",
"21","6",
"22","6",
"23","6",
"24","6",
"25","6",
"26","6",
"27","6",
"28","6",
"29","6",
"30","6",
"31","6",
"32","6",
"33","6",
"34","6",
"35","6",
"36","6",
"37","6",
"38","6",
"39","6",
"40","6",
"41","6",
"42","6",
"43","6",
"44","6",
"45","6",
"46","6",
"47","6",
"48","6",
"49","6",
"50","6",
"51","6",
"52","6",
"53","6",
"54","6",
"55","6",
"56","6",
"57","6",
"58","6",
"59","6",
"60","6",
"61","6",
"62","6",
"63","6",
"64","6",
"65","6",
"66","6",
"67","6",
"68","6",
"69","6",
"70","6",
"71","6",
"72","6",
"73","6",
"74","6",
"75","6",
"76","6",
"77","6",
"78","6",
"79","6",
"80","6",
"81","6",
"82","6",
"83","6",
"84","6",
"85","6",
"86","6",
"87","6",
"88","6",
"89","6",
"90","6",
"91","6",
"92","6",
"93","6",
"94","6",
"95","6",
"96","6",
"97","6",
"98","6",
"99","6",
"100","6",
"101","6",
"102","6",
"103","6",
"104","6",
"105","6",
"106","6",
"107","6",
"108","6",
"109","6",
"110","6",
"111","6",
"112","6",
"113","6",
"114","6",
"115","6",
"116","6",
"117","6",
"118","6",
"119","6",
"120","6",
"121","6",
"122","6",
"123","6",
"124","6",
"125","6",
"126","6",
"127","6",
"128","6",
"129","6",
"130","6",
"131","6",
"132","6",
"133","6",
"134","6",
"135","6",
"136","6",
"137","6",
"138","6",
"139","6",
"140","6",
"141","6",
"142","6",
"143","6",
"144","6",
"145","6",
"146","6",
"147","6",
"148","6",
"149","6",
"150","6",
"151","6",
"152","6",
"153","6",
"154","6",
"155","6",
"156","6",
"157","6",
"158","6",
"159","6",
"160","6",
"161","6",
"162","6",
"163","6",
"164","6",
"165","6",
"166","6",
"167","6",
"168","6",
"169","6",
"170","6",
"171","6",
"172","6",
"173","6",
"174","6",
"175","6",
"176","6",
"177","6",
"178","6",
"179","6",
"180","6",
"181","6",
"182","6",
"183","6",
"184","6",
"185","6",
"186","6",
"187","6",
"188","6",
"189","6",
"190","6",
"191","6",
"192","6",
"193","6",
"194","6",
"195","6",
"196","6",
"197","6",
"198","6",
"199","6",
"200","6",
"201","6",
"202","6",
"203","6",
"204","6",
"205","6",
"206","6",
"207","6",
"208","6",
"209","6",
"210","6",
"211","6",
"212","6",
"213","6",
"214","6",
"215","6",
"216","6",
"217","6",
"218","6",
"219","6",
"220","6",
"221","6",
"222","6",
"223","6",
"224","6",
"225","6",
"226","6",
"227","6",
"228","6",
"229","6",
"230","6",
"231","6",
"232","6",
"233","6",
"234","6",
"235","6",
"236","6",
"237","6",
"238","6",
"239","6",
"240","6",
"241","6",
"242","6",
"243","6",
"244","6",
"245","6",
"246","6",
"247","6",
"248","6",
"249","6",
"250","6",
"251","6",
"252","6",
"253","6",
"254","6",
"255","6",
"256","6",
"257","6",
"258","6",
"259","6",
"260","6",
"261","6",
"262","6",
"263","6",
"264","6",
"265","6",
"266","6",
"267","6",
"268","6",
"269","6",
"270","6",
"271","6",
"272","6",
"273","6",
"274","6",
"275","6",
"276","6",
"277","6",
"278","6",
"279","6",
"280","6",
"281","6",
"282","6",
"283","6",
"284","8",
"285","8",
"286","8",
"287","8",
"288","8",
"289","8",
"290","8",
"291","8",
"292","8",
"293","8",
"294","8",
"295","8",
"296","8",
"297","8",
"298","8",
"299","8",
"300","8",
"301","8",
"302","8",
"303","8",
"304","8",
"305","8",
"306","8",
"307","8",
"308","8",
"309","8",
"310","8",
"311","8",
"312","8",
"313","8",
"314","8",
"315","8",
"316","8",
"317","8",
"318","8",
"319","8",
"320","8",
"321","8",
"322","8",
"323","8",
"324","8",
"325","8",
"326","8",
"327","8",
"328","8",
"329","8",
"330","8",
"331","8",
"332","8",
"333","8",
"334","8",
"335","8",
"336","8",
"337","8",
"338","8",
"339","8",
"340","8",
"341","8",
"342","8",
"343","8",
"344","8",
"345","8",
"346","8",
"347","8",
"348","8",
"349","8",
"350","8",
"351","8",
"352","8",
"353","8",
"354","8",
"355","8",
"356","8",
"357","8",
"358","8",
"359","8",
"360","8",
"361","8",
"362","8",
"363","8",
"364","8",
"365","8",
"366","8",
"367","8",
"368","8",
"369","8",
"370","8",
"371","8",
"372","8",
"373","8",
"374","8",
"375","8",
"376","8",
"377","8",
"378","8",
"379","8",
"380","8",
"381","8",
"382","8",
"383","8",
"384","8",
"385","8",
"386","8",
"387","8",
"388","8",
"389","8",
"390","8",
"391","8",
"392","8",
"393","8",
"394","8",
"395","8",
"396","8",
"397","8",
"398","8",
"399","8",
"400","8",
"401","8",
"402","8",
"403","8",
"404","8",
"405","8",
"406","8",
"407","8",
"408","8",
"409","8",
"410","8",
"411","8",
"412","8",
"413","8",
"414","8",
"415","8",
"416","8",
"417","8",
"418","8",
"419","8",
"420","8",
"421","8",
"422","8",
"423","8",
"424","8",
"425","8",
"426","8",
"427","8",
"428","8",
"429","8",
"430","8",
"431","8",
"432","8",
"433","8",
"434","8",
"435","8",
"436","8",
"437","8",
"438","8",
"439","8",
"440","8",
"441","8",
"442","8",
"443","8",
"444","8",
"445","8",
"446","8",
"447","8",
"448","8",
"449","8",
"450","8",
"451","8",
"452","8",
"453","8",
"454","8",
